,tract
"(134152553, <shapely.geometry.point.Point object at 0x1659b5f60>)",1200.0
"(134152570, <shapely.geometry.point.Point object at 0x1659b5ef0>)",5300.0
"(134152582, <shapely.geometry.point.Point object at 0x1659b5e10>)",7439.0
"(1775766792, <shapely.geometry.point.Point object at 0x1659b5e80>)",6506.0
"(134152616, <shapely.geometry.point.Point object at 0x1659b5da0>)",7439.0
"(134152621, <shapely.geometry.point.Point object at 0x1659b5dd8>)",7439.0
"(1775766812, <shapely.geometry.point.Point object at 0x1659b5d30>)",6505.0
"(4094624251, <shapely.geometry.point.Point object at 0x1659b5d68>)",6602.0
"(134152844, <shapely.geometry.point.Point object at 0x1659b5cc0>)",5800.0
"(134152960, <shapely.geometry.point.Point object at 0x1659b5cf8>)",6701.0
"(134152993, <shapely.geometry.point.Point object at 0x1659b5c18>)",6701.0
"(134153022, <shapely.geometry.point.Point object at 0x1659b5c88>)",6701.0
"(134153029, <shapely.geometry.point.Point object at 0x1659b5ba8>)",6704.0
"(134153091, <shapely.geometry.point.Point object at 0x1659b5be0>)",6704.0
"(134153119, <shapely.geometry.point.Point object at 0x1659b5eb8>)",6704.0
"(4069458851, <shapely.geometry.point.Point object at 0x1659b5b70>)",6301.0
"(134153133, <shapely.geometry.point.Point object at 0x1659b5a90>)",7446.0
"(4677632990, <shapely.geometry.point.Point object at 0x1659b5b00>)",5100.0
"(134153200, <shapely.geometry.point.Point object at 0x1659b5a20>)",7446.0
"(134153219, <shapely.geometry.point.Point object at 0x1659b5a58>)",7446.0
"(134153236, <shapely.geometry.point.Point object at 0x1659b59b0>)",6704.0
"(134153251, <shapely.geometry.point.Point object at 0x1659b59e8>)",7451.0
"(521077892, <shapely.geometry.point.Point object at 0x1659b5940>)",6703.0
"(521077900, <shapely.geometry.point.Point object at 0x1659b5978>)",6703.0
"(521077917, <shapely.geometry.point.Point object at 0x1659b5898>)",6804.0
"(134153418, <shapely.geometry.point.Point object at 0x1659b5908>)",6904.0
"(6841894113, <shapely.geometry.point.Point object at 0x1659b5828>)",1600.0
"(6841894116, <shapely.geometry.point.Point object at 0x1659b5860>)",1600.0
"(4079420645, <shapely.geometry.point.Point object at 0x1659b5b38>)",6202.0
"(134153513, <shapely.geometry.point.Point object at 0x1659b57f0>)",6202.0
"(134153527, <shapely.geometry.point.Point object at 0x1659b5710>)",7424.0
"(134153570, <shapely.geometry.point.Point object at 0x1659b5780>)",7462.0
"(134153595, <shapely.geometry.point.Point object at 0x1659b56a0>)",7102.0
"(7198934475, <shapely.geometry.point.Point object at 0x1659b56d8>)",1800.0
"(134153678, <shapely.geometry.point.Point object at 0x1659b5630>)",2800.0
"(134153683, <shapely.geometry.point.Point object at 0x1659b5668>)",2800.0
"(134153686, <shapely.geometry.point.Point object at 0x1659b55c0>)",2800.0
"(134153762, <shapely.geometry.point.Point object at 0x1659b55f8>)",7463.0
"(134153798, <shapely.geometry.point.Point object at 0x1659b5518>)",7463.0
"(134153815, <shapely.geometry.point.Point object at 0x1659b5588>)",7463.0
"(134153827, <shapely.geometry.point.Point object at 0x1659b54a8>)",7461.0
"(134153835, <shapely.geometry.point.Point object at 0x1659b54e0>)",7461.0
"(134153847, <shapely.geometry.point.Point object at 0x1659b57b8>)",7461.0
"(1860903612, <shapely.geometry.point.Point object at 0x1659b5470>)",7462.0
"(134153980, <shapely.geometry.point.Point object at 0x1659b5390>)",7466.0
"(4062906140, <shapely.geometry.point.Point object at 0x1659b5400>)",7472.0
"(4062906163, <shapely.geometry.point.Point object at 0x1659b52e8>)",7431.0
"(134154049, <shapely.geometry.point.Point object at 0x1659b5358>)",2900.0
"(134154069, <shapely.geometry.point.Point object at 0x1659b5278>)",2900.0
"(134154073, <shapely.geometry.point.Point object at 0x1659b52b0>)",2900.0
"(4062906206, <shapely.geometry.point.Point object at 0x1659b51d0>)",7431.0
"(4062906242, <shapely.geometry.point.Point object at 0x1659b5240>)",7431.0
"(4062906285, <shapely.geometry.point.Point object at 0x1659b5160>)",7470.0
"(1815545774, <shapely.geometry.point.Point object at 0x1659b5198>)",7429.0
"(1815545780, <shapely.geometry.point.Point object at 0x1659b50b8>)",7406.0
"(1815545792, <shapely.geometry.point.Point object at 0x1659b5128>)",7429.0
"(1815545809, <shapely.geometry.point.Point object at 0x1659b5048>)",7406.0
"(1815545829, <shapely.geometry.point.Point object at 0x1659b5080>)",7429.0
"(134154219, <shapely.geometry.point.Point object at 0x1659b5438>)",2900.0
"(1815545840, <shapely.geometry.point.Point object at 0x1659aef28>)",7409.0
"(134154227, <shapely.geometry.point.Point object at 0x1659aec50>)",3000.0
"(1815545863, <shapely.geometry.point.Point object at 0x1659aeac8>)",7406.0
"(134154245, <shapely.geometry.point.Point object at 0x1659ae8d0>)",7102.0
"(1815545869, <shapely.geometry.point.Point object at 0x1659ae748>)",7406.0
"(1815545876, <shapely.geometry.point.Point object at 0x1659ae5c0>)",7406.0
"(4285204504, <shapely.geometry.point.Point object at 0x1659ae438>)",1600.0
"(1815545899, <shapely.geometry.point.Point object at 0x1659ae2b0>)",7429.0
"(4099082308, <shapely.geometry.point.Point object at 0x1659ae128>)",7407.0
"(4099082321, <shapely.geometry.point.Point object at 0x1659aefd0>)",7407.0
"(4099082331, <shapely.geometry.point.Point object at 0x1659aeef0>)",7407.0
"(134154357, <shapely.geometry.point.Point object at 0x1659aef60>)",1100.0
"(4099082366, <shapely.geometry.point.Point object at 0x1659aee48>)",7407.0
"(134154376, <shapely.geometry.point.Point object at 0x1659aeeb8>)",800.0
"(134154379, <shapely.geometry.point.Point object at 0x1659aedd8>)",1200.0
"(134154382, <shapely.geometry.point.Point object at 0x1659aee10>)",1200.0
"(134154395, <shapely.geometry.point.Point object at 0x1659aed30>)",5300.0
"(134154410, <shapely.geometry.point.Point object at 0x1659aeda0>)",800.0
"(134154414, <shapely.geometry.point.Point object at 0x1659aecc0>)",800.0
"(134154444, <shapely.geometry.point.Point object at 0x1659aecf8>)",6904.0
"(134154451, <shapely.geometry.point.Point object at 0x1659aec18>)",6904.0
"(134154454, <shapely.geometry.point.Point object at 0x1659aec88>)",6904.0
"(134154467, <shapely.geometry.point.Point object at 0x1659aeba8>)",6904.0
"(4099082490, <shapely.geometry.point.Point object at 0x1659aebe0>)",7407.0
"(4099082497, <shapely.geometry.point.Point object at 0x1659aef98>)",7407.0
"(4099082553, <shapely.geometry.point.Point object at 0x1659aeb70>)",7407.0
"(134154599, <shapely.geometry.point.Point object at 0x1659aea90>)",6102.0
"(134154620, <shapely.geometry.point.Point object at 0x1659aeb00>)",7407.0
"(134154631, <shapely.geometry.point.Point object at 0x1659aea20>)",7407.0
"(134154662, <shapely.geometry.point.Point object at 0x1659aea58>)",7408.0
"(134154670, <shapely.geometry.point.Point object at 0x1659ae9b0>)",7408.0
"(134154677, <shapely.geometry.point.Point object at 0x1659ae9e8>)",7448.0
"(6487214530, <shapely.geometry.point.Point object at 0x1659ae940>)",7407.0
"(134154711, <shapely.geometry.point.Point object at 0x1659ae978>)",7448.0
"(6487214557, <shapely.geometry.point.Point object at 0x1659ae898>)",7407.0
"(134154748, <shapely.geometry.point.Point object at 0x1659ae908>)",7456.0
"(134154751, <shapely.geometry.point.Point object at 0x1659ae828>)",7456.0
"(134154753, <shapely.geometry.point.Point object at 0x1659ae860>)",7456.0
"(134154773, <shapely.geometry.point.Point object at 0x1659aeb38>)",7407.0
"(134154855, <shapely.geometry.point.Point object at 0x1659ae7f0>)",1200.0
"(134154859, <shapely.geometry.point.Point object at 0x1659ae710>)",1200.0
"(134154862, <shapely.geometry.point.Point object at 0x1659ae780>)",1200.0
"(134154866, <shapely.geometry.point.Point object at 0x1659ae6a0>)",1200.0
"(134154872, <shapely.geometry.point.Point object at 0x1659ae6d8>)",1200.0
"(134154874, <shapely.geometry.point.Point object at 0x1659ae630>)",1200.0
"(521079429, <shapely.geometry.point.Point object at 0x1659ae668>)",7317.0
"(134154893, <shapely.geometry.point.Point object at 0x1659ae588>)",1100.0
"(134154895, <shapely.geometry.point.Point object at 0x1659ae5f8>)",1100.0
"(134154897, <shapely.geometry.point.Point object at 0x1659ae518>)",5300.0
"(134154901, <shapely.geometry.point.Point object at 0x1659ae550>)",5200.0
"(134154904, <shapely.geometry.point.Point object at 0x1659ae7b8>)",5300.0
"(134154908, <shapely.geometry.point.Point object at 0x1659ae4e0>)",5300.0
"(134154922, <shapely.geometry.point.Point object at 0x1659ae400>)",5300.0
"(134154924, <shapely.geometry.point.Point object at 0x1659ae470>)",5300.0
"(134154929, <shapely.geometry.point.Point object at 0x1659ae390>)",5400.0
"(134154975, <shapely.geometry.point.Point object at 0x1659ae3c8>)",7438.0
"(134155036, <shapely.geometry.point.Point object at 0x1659ae320>)",6603.0
"(134155043, <shapely.geometry.point.Point object at 0x1659ae358>)",6603.0
"(134155049, <shapely.geometry.point.Point object at 0x1659ae278>)",6603.0
"(134155052, <shapely.geometry.point.Point object at 0x1659ae2e8>)",6603.0
"(134155055, <shapely.geometry.point.Point object at 0x1659ae208>)",6603.0
"(134155058, <shapely.geometry.point.Point object at 0x1659ae240>)",6603.0
"(1790643089, <shapely.geometry.point.Point object at 0x1659ae4a8>)",7310.0
"(1790643091, <shapely.geometry.point.Point object at 0x1659ae1d0>)",7433.0
"(1790643105, <shapely.geometry.point.Point object at 0x1659ae0f0>)",7433.0
"(1790643118, <shapely.geometry.point.Point object at 0x1659ae160>)",7315.0
"(1790643129, <shapely.geometry.point.Point object at 0x1659ae048>)",7433.0
"(1790643140, <shapely.geometry.point.Point object at 0x1659ae0b8>)",7310.0
"(134155207, <shapely.geometry.point.Point object at 0x1659ae198>)",5500.0
"(1790643153, <shapely.geometry.point.Point object at 0x1659abe10>)",7310.0
"(1790643152, <shapely.geometry.point.Point object at 0x1659abc88>)",7310.0
"(134155217, <shapely.geometry.point.Point object at 0x1659ab9e8>)",5500.0
"(1790643154, <shapely.geometry.point.Point object at 0x1659ab860>)",7433.0
"(134155221, <shapely.geometry.point.Point object at 0x1659ab5c0>)",5600.0
"(1790643157, <shapely.geometry.point.Point object at 0x1659ab438>)",7310.0
"(134155223, <shapely.geometry.point.Point object at 0x1659ab160>)",5600.0
"(134155225, <shapely.geometry.point.Point object at 0x1659abf98>)",5600.0
"(134155219, <shapely.geometry.point.Point object at 0x1659abfd0>)",5500.0
"(134155228, <shapely.geometry.point.Point object at 0x1659abef0>)",5600.0
"(134155235, <shapely.geometry.point.Point object at 0x1659abf60>)",6400.0
"(134155238, <shapely.geometry.point.Point object at 0x1659abe80>)",5600.0
"(134155252, <shapely.geometry.point.Point object at 0x1659abeb8>)",6603.0
"(134155338, <shapely.geometry.point.Point object at 0x1659abdd8>)",7433.0
"(1815546970, <shapely.geometry.point.Point object at 0x1659abe48>)",7406.0
"(1815546976, <shapely.geometry.point.Point object at 0x1659abd68>)",7406.0
"(1815546980, <shapely.geometry.point.Point object at 0x1659abda0>)",7406.0
"(1815546988, <shapely.geometry.point.Point object at 0x1659abd30>)",7406.0
"(1815546994, <shapely.geometry.point.Point object at 0x1659abc50>)",7406.0
"(1914899578, <shapely.geometry.point.Point object at 0x1659abcc0>)",7450.0
"(1815547003, <shapely.geometry.point.Point object at 0x1659abba8>)",7406.0
"(1815547018, <shapely.geometry.point.Point object at 0x1659abc18>)",7406.0
"(134155464, <shapely.geometry.point.Point object at 0x1659abb38>)",7434.0
"(134155504, <shapely.geometry.point.Point object at 0x1659abb70>)",400.0
"(134155722, <shapely.geometry.point.Point object at 0x1659abac8>)",7453.0
"(134155725, <shapely.geometry.point.Point object at 0x1659abb00>)",7453.0
"(134155742, <shapely.geometry.point.Point object at 0x1659aba58>)",7453.0
"(134155818, <shapely.geometry.point.Point object at 0x1659aba90>)",7450.0
"(134155845, <shapely.geometry.point.Point object at 0x1659ab9b0>)",7450.0
"(134155928, <shapely.geometry.point.Point object at 0x1659aba20>)",7440.0
"(134156014, <shapely.geometry.point.Point object at 0x1659ab940>)",7448.0
"(134156046, <shapely.geometry.point.Point object at 0x1659ab978>)",7448.0
"(134156092, <shapely.geometry.point.Point object at 0x1659abcf8>)",6703.0
"(134156100, <shapely.geometry.point.Point object at 0x1659ab908>)",6703.0
"(134156103, <shapely.geometry.point.Point object at 0x1659ab828>)",6703.0
"(134156107, <shapely.geometry.point.Point object at 0x1659ab898>)",6703.0
"(134156158, <shapely.geometry.point.Point object at 0x1659ab780>)",6703.0
"(134156191, <shapely.geometry.point.Point object at 0x1659ab7f0>)",7464.0
"(134156197, <shapely.geometry.point.Point object at 0x1659ab710>)",6701.0
"(1796673449, <shapely.geometry.point.Point object at 0x1659ab748>)",7444.0
"(134156208, <shapely.geometry.point.Point object at 0x1659ab6a0>)",6701.0
"(1796673457, <shapely.geometry.point.Point object at 0x1659ab6d8>)",7439.0
"(134156215, <shapely.geometry.point.Point object at 0x1659ab630>)",6701.0
"(134156226, <shapely.geometry.point.Point object at 0x1659ab668>)",6701.0
"(134156230, <shapely.geometry.point.Point object at 0x1659ab588>)",6701.0
"(134156239, <shapely.geometry.point.Point object at 0x1659ab5f8>)",6701.0
"(134156278, <shapely.geometry.point.Point object at 0x1659ab518>)",7448.0
"(438855819, <shapely.geometry.point.Point object at 0x1659ab550>)",7303.0
"(133997108, <shapely.geometry.point.Point object at 0x1659ab8d0>)",7463.0
"(134156318, <shapely.geometry.point.Point object at 0x1659ab4e0>)",7448.0
"(134156329, <shapely.geometry.point.Point object at 0x1659ab400>)",6701.0
"(134156433, <shapely.geometry.point.Point object at 0x1659ab470>)",6701.0
"(1772032181, <shapely.geometry.point.Point object at 0x1659ab358>)",7445.0
"(1772032183, <shapely.geometry.point.Point object at 0x1659ab3c8>)",7436.0
"(1772032188, <shapely.geometry.point.Point object at 0x1659ab2e8>)",7436.0
"(1772032192, <shapely.geometry.point.Point object at 0x1659ab320>)",7436.0
"(1772032195, <shapely.geometry.point.Point object at 0x1659ab240>)",7436.0
"(1772032200, <shapely.geometry.point.Point object at 0x1659ab2b0>)",7436.0
"(1772032207, <shapely.geometry.point.Point object at 0x1659ab1d0>)",7436.0
"(1772032211, <shapely.geometry.point.Point object at 0x1659ab208>)",7436.0
"(134156507, <shapely.geometry.point.Point object at 0x1659ab128>)",7407.0
"(134156512, <shapely.geometry.point.Point object at 0x1659ab198>)",7408.0
"(1772032227, <shapely.geometry.point.Point object at 0x1659ab0b8>)",7436.0
"(1772032231, <shapely.geometry.point.Point object at 0x1659ab0f0>)",7436.0
"(1772032225, <shapely.geometry.point.Point object at 0x1659ab4a8>)",7436.0
"(134156518, <shapely.geometry.point.Point object at 0x1659ab080>)",7408.0
"(1772032239, <shapely.geometry.point.Point object at 0x1659ab048>)",7436.0
"(1772032240, <shapely.geometry.point.Point object at 0x1659a6f98>)",7436.0
"(1772032243, <shapely.geometry.point.Point object at 0x1659a6cc0>)",7445.0
"(134156572, <shapely.geometry.point.Point object at 0x1659a6b38>)",7407.0
"(134156592, <shapely.geometry.point.Point object at 0x1659a6898>)",7313.0
"(134156595, <shapely.geometry.point.Point object at 0x1659a6710>)",7313.0
"(134156598, <shapely.geometry.point.Point object at 0x1659a6550>)",7313.0
"(6872306012, <shapely.geometry.point.Point object at 0x1659a63c8>)",7453.0
"(134156762, <shapely.geometry.point.Point object at 0x1659a6128>)",6301.0
"(133997218, <shapely.geometry.point.Point object at 0x1659a6f60>)",7406.0
"(134156868, <shapely.geometry.point.Point object at 0x1659a6fd0>)",6102.0
"(134156994, <shapely.geometry.point.Point object at 0x1659a6eb8>)",5902.0
"(134157008, <shapely.geometry.point.Point object at 0x1659a6f28>)",5902.0
"(134157035, <shapely.geometry.point.Point object at 0x1659a6e48>)",5902.0
"(134157058, <shapely.geometry.point.Point object at 0x1659a6e80>)",5902.0
"(1815548683, <shapely.geometry.point.Point object at 0x1659a6da0>)",7406.0
"(1815548699, <shapely.geometry.point.Point object at 0x1659a6e10>)",7406.0
"(1815548700, <shapely.geometry.point.Point object at 0x1659a6d30>)",7406.0
"(134157084, <shapely.geometry.point.Point object at 0x1659a6d68>)",5902.0
"(134157118, <shapely.geometry.point.Point object at 0x1659a6c88>)",5901.0
"(134157198, <shapely.geometry.point.Point object at 0x1659a6cf8>)",5902.0
"(6981862883, <shapely.geometry.point.Point object at 0x1659a6c18>)",7451.0
"(134157221, <shapely.geometry.point.Point object at 0x1659a6c50>)",6503.0
"(134157226, <shapely.geometry.point.Point object at 0x1659a6be0>)",6503.0
"(134157230, <shapely.geometry.point.Point object at 0x1659a6b00>)",6503.0
"(134157259, <shapely.geometry.point.Point object at 0x1659a6b70>)",7464.0
"(134157291, <shapely.geometry.point.Point object at 0x1659a6a58>)",7464.0
"(134157358, <shapely.geometry.point.Point object at 0x1659a6ac8>)",6701.0
"(134157412, <shapely.geometry.point.Point object at 0x1659a69e8>)",6701.0
"(1987777792, <shapely.geometry.point.Point object at 0x1659a6a20>)",3200.0
"(1779897661, <shapely.geometry.point.Point object at 0x1659a6978>)",7303.0
"(134205790, <shapely.geometry.point.Point object at 0x1659a69b0>)",7447.0
"(134157901, <shapely.geometry.point.Point object at 0x1659a6908>)",7457.0
"(134157939, <shapely.geometry.point.Point object at 0x1659a6940>)",7457.0
"(1818433204, <shapely.geometry.point.Point object at 0x1659a6860>)",7409.0
"(1818433225, <shapely.geometry.point.Point object at 0x1659a68d0>)",7409.0
"(134158046, <shapely.geometry.point.Point object at 0x1659a67f0>)",7466.0
"(134158048, <shapely.geometry.point.Point object at 0x1659a6828>)",7466.0
"(134158064, <shapely.geometry.point.Point object at 0x1659a6ba8>)",7466.0
"(134158099, <shapely.geometry.point.Point object at 0x1659a67b8>)",6904.0
"(134158101, <shapely.geometry.point.Point object at 0x1659a66d8>)",6904.0
"(134158112, <shapely.geometry.point.Point object at 0x1659a6748>)",6904.0
"(1818433315, <shapely.geometry.point.Point object at 0x1659a6630>)",7409.0
"(1818433317, <shapely.geometry.point.Point object at 0x1659a66a0>)",7408.0
"(1818433341, <shapely.geometry.point.Point object at 0x1659a65c0>)",7409.0
"(134158142, <shapely.geometry.point.Point object at 0x1659a65f8>)",6904.0
"(1860900678, <shapely.geometry.point.Point object at 0x1659a6518>)",7462.0
"(1818433354, <shapely.geometry.point.Point object at 0x1659a6588>)",7408.0
"(1818433360, <shapely.geometry.point.Point object at 0x1659a64a8>)",7409.0
"(1818433368, <shapely.geometry.point.Point object at 0x1659a64e0>)",7409.0
"(134158170, <shapely.geometry.point.Point object at 0x1659a6780>)",6904.0
"(134158186, <shapely.geometry.point.Point object at 0x1659a6470>)",7436.0
"(134158191, <shapely.geometry.point.Point object at 0x1659a6390>)",7436.0
"(134258001, <shapely.geometry.point.Point object at 0x1659a6400>)",6704.0
"(134158210, <shapely.geometry.point.Point object at 0x1659a62e8>)",7436.0
"(134158279, <shapely.geometry.point.Point object at 0x1659a6358>)",7310.0
"(134158282, <shapely.geometry.point.Point object at 0x1659a6278>)",7310.0
"(7046109164, <shapely.geometry.point.Point object at 0x1659a62b0>)",6701.0
"(134158319, <shapely.geometry.point.Point object at 0x1659a6208>)",7310.0
"(7046109168, <shapely.geometry.point.Point object at 0x1659a6240>)",6701.0
"(7046109178, <shapely.geometry.point.Point object at 0x1659a6198>)",6701.0
"(7046109179, <shapely.geometry.point.Point object at 0x1659a61d0>)",6701.0
"(134158358, <shapely.geometry.point.Point object at 0x1659a60f0>)",7310.0
"(134158391, <shapely.geometry.point.Point object at 0x1659a6160>)",7310.0
"(134158452, <shapely.geometry.point.Point object at 0x1659a6080>)",7439.0
"(134158473, <shapely.geometry.point.Point object at 0x1659a60b8>)",7439.0
"(4143913125, <shapely.geometry.point.Point object at 0x1659a6438>)",7424.0
"(134158539, <shapely.geometry.point.Point object at 0x1659a6048>)",7439.0
"(134158582, <shapely.geometry.point.Point object at 0x1659a1f60>)",7451.0
"(134158701, <shapely.geometry.point.Point object at 0x1659a1d68>)",7443.0
"(134158742, <shapely.geometry.point.Point object at 0x1659a1be0>)",2300.0
"(134158875, <shapely.geometry.point.Point object at 0x1659a1908>)",7436.0
"(134158884, <shapely.geometry.point.Point object at 0x1659a1780>)",7436.0
"(134158887, <shapely.geometry.point.Point object at 0x1659a1588>)",7436.0
"(134158938, <shapely.geometry.point.Point object at 0x1659a1400>)",7446.0
"(1874008667, <shapely.geometry.point.Point object at 0x1659a1208>)",6604.0
"(134158944, <shapely.geometry.point.Point object at 0x1659a1080>)",7446.0
"(1874008673, <shapely.geometry.point.Point object at 0x1659a1f28>)",6604.0
"(134158953, <shapely.geometry.point.Point object at 0x1659a1f98>)",500.0
"(1874008695, <shapely.geometry.point.Point object at 0x1659a1eb8>)",6603.0
"(1874008697, <shapely.geometry.point.Point object at 0x1659a1ef0>)",6604.0
"(1874008701, <shapely.geometry.point.Point object at 0x1659a1e48>)",6604.0
"(1874008706, <shapely.geometry.point.Point object at 0x1659a1e80>)",6603.0
"(1874008715, <shapely.geometry.point.Point object at 0x1659a1dd8>)",6604.0
"(134159008, <shapely.geometry.point.Point object at 0x1659a1e10>)",4700.0
"(4163836618, <shapely.geometry.point.Point object at 0x1659a1d30>)",6602.0
"(134159102, <shapely.geometry.point.Point object at 0x1659a1da0>)",6503.0
"(134159109, <shapely.geometry.point.Point object at 0x1659a1cc0>)",6503.0
"(134159111, <shapely.geometry.point.Point object at 0x1659a1cf8>)",6503.0
"(134159118, <shapely.geometry.point.Point object at 0x1659a1fd0>)",6503.0
"(134159213, <shapely.geometry.point.Point object at 0x1659a1c88>)",300.0
"(134159522, <shapely.geometry.point.Point object at 0x1659a1ba8>)",7439.0
"(134159525, <shapely.geometry.point.Point object at 0x1659a1c18>)",7439.0
"(134159532, <shapely.geometry.point.Point object at 0x1659a1b00>)",7439.0
"(6534667438, <shapely.geometry.point.Point object at 0x1659a1b70>)",4800.0
"(6534667464, <shapely.geometry.point.Point object at 0x1659a1a90>)",4900.0
"(134159570, <shapely.geometry.point.Point object at 0x1659a1ac8>)",4700.0
"(134159599, <shapely.geometry.point.Point object at 0x1659a19e8>)",500.0
"(134159601, <shapely.geometry.point.Point object at 0x1659a1a58>)",500.0
"(134159618, <shapely.geometry.point.Point object at 0x1659a1978>)",500.0
"(134159632, <shapely.geometry.point.Point object at 0x1659a19b0>)",6602.0
"(6534667543, <shapely.geometry.point.Point object at 0x1659a18d0>)",4800.0
"(134159641, <shapely.geometry.point.Point object at 0x1659a1940>)",4800.0
"(134159655, <shapely.geometry.point.Point object at 0x1659a1860>)",4900.0
"(4069465391, <shapely.geometry.point.Point object at 0x1659a1898>)",6505.0
"(4079426887, <shapely.geometry.point.Point object at 0x1659a1c50>)",6102.0
"(134159717, <shapely.geometry.point.Point object at 0x1659a1828>)",6604.0
"(134159719, <shapely.geometry.point.Point object at 0x1659a1748>)",6604.0
"(4079426918, <shapely.geometry.point.Point object at 0x1659a17b8>)",6102.0
"(134159734, <shapely.geometry.point.Point object at 0x1659a16d8>)",500.0
"(134159738, <shapely.geometry.point.Point object at 0x1659a1710>)",1200.0
"(134159741, <shapely.geometry.point.Point object at 0x1659a1668>)",1200.0
"(134159746, <shapely.geometry.point.Point object at 0x1659a16a0>)",1200.0
"(134159752, <shapely.geometry.point.Point object at 0x1659a15f8>)",1200.0
"(134159786, <shapely.geometry.point.Point object at 0x1659a1630>)",1100.0
"(134159798, <shapely.geometry.point.Point object at 0x1659a1550>)",7445.0
"(134159832, <shapely.geometry.point.Point object at 0x1659a15c0>)",6604.0
"(134159838, <shapely.geometry.point.Point object at 0x1659a14e0>)",6604.0
"(134159842, <shapely.geometry.point.Point object at 0x1659a1518>)",6604.0
"(134159852, <shapely.geometry.point.Point object at 0x1659a17f0>)",7443.0
"(134159886, <shapely.geometry.point.Point object at 0x1659a14a8>)",7443.0
"(1891049006, <shapely.geometry.point.Point object at 0x1659a13c8>)",7513.0
"(134159994, <shapely.geometry.point.Point object at 0x1659a1438>)",6604.0
"(134160019, <shapely.geometry.point.Point object at 0x1659a1358>)",4800.0
"(134160022, <shapely.geometry.point.Point object at 0x1659a1390>)",4800.0
"(134160025, <shapely.geometry.point.Point object at 0x1659a12e8>)",4800.0
"(134160041, <shapely.geometry.point.Point object at 0x1659a1320>)",7463.0
"(134160060, <shapely.geometry.point.Point object at 0x1659a1278>)",7463.0
"(134206283, <shapely.geometry.point.Point object at 0x1659a12b0>)",200.0
"(134160244, <shapely.geometry.point.Point object at 0x1659a11d0>)",7438.0
"(1772036126, <shapely.geometry.point.Point object at 0x1659a1240>)",7445.0
"(1772036136, <shapely.geometry.point.Point object at 0x1659a1160>)",7445.0
"(1772036141, <shapely.geometry.point.Point object at 0x1659a1198>)",6602.0
"(134160435, <shapely.geometry.point.Point object at 0x1659a1470>)",6202.0
"(1772036156, <shapely.geometry.point.Point object at 0x1659a1128>)",7445.0
"(1772036158, <shapely.geometry.point.Point object at 0x1659a1048>)",7445.0
"(134160448, <shapely.geometry.point.Point object at 0x1659a10b8>)",6202.0
"(1772036170, <shapely.geometry.point.Point object at 0x1659a10f0>)",7445.0
"(134160461, <shapely.geometry.point.Point object at 0x16599cd68>)",6602.0
"(1772036181, <shapely.geometry.point.Point object at 0x16599cbe0>)",7445.0
"(1772036183, <shapely.geometry.point.Point object at 0x16599c908>)",7445.0
"(134160476, <shapely.geometry.point.Point object at 0x16599c780>)",7443.0
"(1772036193, <shapely.geometry.point.Point object at 0x16599c4a8>)",7445.0
"(134160493, <shapely.geometry.point.Point object at 0x16599c320>)",7443.0
"(1772036206, <shapely.geometry.point.Point object at 0x16599c128>)",7445.0
"(1772036219, <shapely.geometry.point.Point object at 0x16599cf60>)",7445.0
"(134160508, <shapely.geometry.point.Point object at 0x16599cfd0>)",7443.0
"(133898365, <shapely.geometry.point.Point object at 0x16599cef0>)",7409.0
"(133898369, <shapely.geometry.point.Point object at 0x16599cf28>)",7409.0
"(133898380, <shapely.geometry.point.Point object at 0x16599ce48>)",7409.0
"(133898392, <shapely.geometry.point.Point object at 0x16599ceb8>)",7409.0
"(133898411, <shapely.geometry.point.Point object at 0x16599cdd8>)",7409.0
"(134160573, <shapely.geometry.point.Point object at 0x16599ce10>)",7458.0
"(133898439, <shapely.geometry.point.Point object at 0x16599cd30>)",7409.0
"(134160586, <shapely.geometry.point.Point object at 0x16599cda0>)",7451.0
"(133898460, <shapely.geometry.point.Point object at 0x16599ccc0>)",7409.0
"(133898467, <shapely.geometry.point.Point object at 0x16599ccf8>)",7406.0
"(133898476, <shapely.geometry.point.Point object at 0x16599cc88>)",3000.0
"(133898491, <shapely.geometry.point.Point object at 0x16599cba8>)",3000.0
"(133898507, <shapely.geometry.point.Point object at 0x16599cc18>)",3000.0
"(133898520, <shapely.geometry.point.Point object at 0x16599cb00>)",3000.0
"(134160666, <shapely.geometry.point.Point object at 0x16599cb70>)",7451.0
"(133898532, <shapely.geometry.point.Point object at 0x16599ca90>)",3000.0
"(134160718, <shapely.geometry.point.Point object at 0x16599cac8>)",7451.0
"(133898626, <shapely.geometry.point.Point object at 0x16599c9e8>)",6602.0
"(133898627, <shapely.geometry.point.Point object at 0x16599ca58>)",6602.0
"(133898634, <shapely.geometry.point.Point object at 0x16599c978>)",6602.0
"(133898654, <shapely.geometry.point.Point object at 0x16599c9b0>)",6602.0
"(133898664, <shapely.geometry.point.Point object at 0x16599c8d0>)",7424.0
"(133898669, <shapely.geometry.point.Point object at 0x16599c940>)",7424.0
"(133898688, <shapely.geometry.point.Point object at 0x16599c860>)",6602.0
"(133898729, <shapely.geometry.point.Point object at 0x16599c898>)",6602.0
"(133898748, <shapely.geometry.point.Point object at 0x16599cc50>)",6602.0
"(133898760, <shapely.geometry.point.Point object at 0x16599c828>)",7303.0
"(5514404397, <shapely.geometry.point.Point object at 0x16599c748>)",5600.0
